id,roll,name,description,value_cp,lucky_name,lucky_description,lucky_value_cp,tags
I0424,8,Разборный лук путешественника,"Обычный путешественник охотно положил бы такую вещь в свой мешок. Плечи, тетива и изгиб сохраняют память о множестве выстрелов.",4512,Разборный лук путешественника — из тисовой рощи первого лучника,Точная работа даёт исключительную плавность и принадлежит знаменитому стрелку. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Работа мастера узнаваема и имеет подтверждённую ценность.,103776,"bow,tier-8"
I0425,8,Колчан охотничьих стрел с широкими наконечниками,Обычный путешественник охотно положил бы такую вещь в свой мешок. Оперение и наконечник подсказывают назначение боеприпаса.,3196,Колчан охотничьих стрел с широкими наконечниками — с наконечником из упавшей звезды,Редкая балансировка и особый наконечник делают единственный выстрел чрезвычайно ценным. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Неожиданное свойство делает эту версию особенно желанной.,76704,"projectile,tier-8"
I0426,8,Посох с потайным отделением для монет,Обычный путешественник охотно положил бы такую вещь в свой мешок. Следы ладоней и дорожные зарубки покрывают посох почти целиком.,6204,Посох с потайным отделением для монет — выросшее из ветви мирового древа,Внутри древесины обнаружена тонкая сердцевина с полезным необычным свойством. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. На рынке редкостей за неё наверняка начнётся спор.,155100,"staff,tier-8"
I0427,8,Походная попона с водостойкой пропиткой,Обычный путешественник охотно положил бы такую вещь в свой мешок. Ремни и пряжки подогнаны под конкретного зверя и долгую дорогу.,4700,Походная попона с водостойкой пропиткой — из церемониальной упряжи единорога,Материалы достойны королевской конюшни и необычно удобны для животного. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Подлинная метка превращает случайную находку в событие.,122200,"animal,tier-8"
I0428,8,"Подвеска, считающая пройденные лиги",Обычный путешественник охотно положил бы такую вещь в свой мешок. Едва заметная странность отличает вещицу от совершенно обычного хлама.,3666,"Подвеска, считающая пройденные лиги — с устойчивым малым чудом внутри","Малое чудо оказалось стабильным, полезным и работой известного чародея. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Состояние почти идеальное, а происхождение подтверждено.",73320,"magic,tier-8"
I0429,8,Гоблинский набор шумовых ловушек,Обычный путешественник охотно положил бы такую вещь в свой мешок. Гоблинская практичность смешана здесь с самоуверенным украшательством.,6956,Гоблинский набор шумовых ловушек — из трофейной кладовой великого вождя,Вещь принадлежала знаменитому гоблинскому вождю и содержит хитрый секрет. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Знаток заплатит за такую редкость намного больше обычного.,146076,"goblin,tier-8"
I0430,8,Дварфский складной треножник,"Обычный путешественник охотно положил бы такую вещь в свой мешок. Дворфская манера видна по тяжести, рунам и упрямой прочности.",5076,Дварфский складной треножник — с рунами прародителя клана,"Руны называют древний клан, а качество достойно наследственной сокровищницы. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Скрытая деталь делает находку одновременно полезной и коллекционной.",111672,"dwarf,tier-8"
I0431,8,Эльфийская фляга для росы,Обычный путешественник охотно положил бы такую вещь в свой мешок. Эльфийская работа узнаётся по лёгким линиям и вниманию к мелочам.,4136,Эльфийская фляга для росы — с подписью мастера Лунного Двора,Подлинная подпись мастера и редкий материал делают изделие музейным. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Редкая особенность раскрывается только при внимательном осмотре.,95128,"elf,tier-8"
I0432,8,Китель опытного проводника,"Обычный путешественник охотно положил бы такую вещь в свой мешок. Человеческая вещь хранит понятные следы службы, ремонта и дороги.",2585,Китель опытного проводника — из багажа основателя столицы,"Монограмма связывает её с важным историческим лицом, а состояние удивительно хорошо. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Даже неприметный вид не способен скрыть выдающееся качество.",62040,"human,tier-8"
I0433,8,Дорожный сундук с внутренними ремнями,Обычный путешественник охотно положил бы такую вещь в свой мешок. Каждая царапина отмечает новый участок долгого маршрута.,5546,Дорожный сундук с внутренними ремнями — из комплекта Последней Экспедиции,Эта версия создавалась для великой экспедиции и продумана до последней застёжки. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Вещь сохранилась вопреки возрасту и явно переживёт нового хозяина.,138650,"travel,tier-8"
I0434,8,Весы странствующего оценщика,"Обычный путешественник охотно положил бы такую вещь в свой мешок. Бирки и упаковка выдают товар, который когда-то ждал покупателя.",4512,Весы странствующего оценщика — из опечатанного товара Гильдии Чудес,"Происхождение и редкость позволяют продать находку серьёзному коллекционеру. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. История владельца повышает цену не меньше, чем материалы.",117312,"merchant,tier-8"
I0435,8,Набор миниатюрных напильников,"Обычный путешественник охотно положил бы такую вещь в свой мешок. Следы краски, глины или клея точно называют ремесло владельца.",3196,Набор миниатюрных напильников — из наследия великого ремесленника,Инструмент принадлежал признанному мастеру и сам по себе считается произведением искусства. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Работа мастера узнаваема и имеет подтверждённую ценность.,63920,"artisan,tier-8"
I0436,8,Складная жаровня для палатки,Обычный путешественник охотно положил бы такую вещь в свой мешок. Бытовая вещь честно показывает привычки и достаток прежнего дома.,6204,Складная жаровня для палатки — из сервиза посольского дворца,Незаметная деталь выдаёт заказ для дворца и исключительное качество изготовления. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Неожиданное свойство делает эту версию особенно желанной.,130284,"household,tier-8"
I0437,8,Универсальный ключ караванщика,"Обычный путешественник охотно положил бы такую вещь в свой мешок. Форма бородки обещает замок, который, возможно, ещё существует.",4700,Универсальный ключ караванщика — открывающее хранилище Тайного Совета,Знак на стержне указывает на особо важную дверь и дорогой секрет за ней. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. На рынке редкостей за неё наверняка начнётся спор.,103400,"key,tier-8"
I0438,8,Карта придорожных колодцев,"Обычный путешественник охотно положил бы такую вещь в свой мешок. Линии маршрута, пятна и исправления оставлены разными путешественниками.",3666,Карта придорожных колодцев — с дорогой к сокровищнице на полях,Скрытый слой показывает неизвестный путь к месту большой ценности. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Подлинная метка превращает случайную находку в событие.,84318,"map,tier-8"
I0439,8,Отполированный дымчатый кварц,"Обычный путешественник охотно положил бы такую вещь в свой мешок. Свет на гранях помогает отличить камень, стекло и удачную подделку.",6956,Отполированный дымчатый кварц — огранённое слепым мастером провидцев,"После очистки проявились редкая чистота, огранка и подтверждённое происхождение. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Состояние почти идеальное, а происхождение подтверждено.",166944,"gem,tier-8"
I0440,8,Компасный паук в стеклянной банке,"Обычный путешественник охотно положил бы такую вещь в свой мешок. Назначение странности неочевидно, но детали явно сложились не случайно.",5076,Компасный паук в стеклянной банке — из кабинета придворного исследователя,"Специалист распознает в ней редкость, смысл которой намного дороже внешнего вида. Приключенческая принадлежность оказалась редким выпуском для важной экспедиции. Знаток заплатит за такую редкость намного больше обычного.",126900,"oddity,tier-8"
I0441,9,Шляпа разведчика с маскировочной сеткой,Полезная находка находится в хорошем состоянии и готова к делу. Форма и следы носки сразу выдают историю головного убора.,12580,Шляпа разведчика с маскировочной сеткой — из гардероба лунной княгини,"Материал оказался редким, а внутренняя метка связывает вещь с известным владельцем. Полезная вещь получила качество, которого не встретить в обычной лавке. Вещь сохранилась вопреки возрасту и явно переживёт нового хозяина.",251600,"headwear,tier-9"
I0442,9,Высокие сапоги для болот,"Полезная находка находится в хорошем состоянии и готова к делу. Подошва, застёжки и размер делают эту обувь вполне узнаваемой находкой.",9180,Высокие сапоги для болот — с парной печатью королевского сапожника,"Под неприметным верхом скрылись работа прославленного сапожника и дорогая подкладка. Полезная вещь получила качество, которого не встретить в обычной лавке. История владельца повышает цену не меньше, чем материалы.",192780,"footwear,tier-9"
I0443,9,Утеплённая куртка с множеством карманов,"Полезная находка находится в хорошем состоянии и готова к делу. Ткань сохранила запах дороги, мастерской или прежнего хозяина.",7480,Утеплённая куртка с множеством карманов — из дорожного сундука архимага,"Швы выполнены драгоценной нитью, а покрой имеет коллекционное происхождение. Полезная вещь получила качество, которого не встретить в обычной лавке. Работа мастера узнаваема и имеет подтверждённую ценность.",164560,"clothes,tier-9"
I0444,9,Серебрёный дорожный столовый набор,Полезная находка находится в хорошем состоянии и готова к делу. На поверхности остались царапины от долгого и не всегда бережного использования.,4675,Серебрёный дорожный столовый набор — с клеймом коронационного мастера,"Клеймо мастера подтверждает редкий сплав и важную историю этой утвари. Полезная вещь получила качество, которого не встретить в обычной лавке. Неожиданное свойство делает эту версию особенно желанной.",107525,"utensil,tier-9"
I0445,9,Лёгкая стальная жаровня,Полезная находка находится в хорошем состоянии и готова к делу. Копоть и вмятины рассказывают о множестве походных ужинов.,10030,Лёгкая стальная жаровня — из кухни исчезнувшей династии,"Под слоем нагара обнаружилась безупречная работа знаменитой дворцовой кухни. Полезная вещь получила качество, которого не встретить в обычной лавке. На рынке редкостей за неё наверняка начнётся спор.",240720,"cookware,tier-9"
I0446,9,Короб пряного сушёного мяса,"Полезная находка находится в хорошем состоянии и готова к делу. Запах, корочка и упаковка позволяют оценить свежесть без рискованной дегустации.",8160,Короб пряного сушёного мяса — по рецепту небесного кондитера,"Редкий рецепт и идеально сохранившиеся ингредиенты превращают еду в дорогой деликатес. Полезная вещь получила качество, которого не встретить в обычной лавке. Подлинная метка превращает случайную находку в событие.",204000,"food,tier-9"
I0447,9,Бутыль доброго яблочного бренди,"Полезная находка находится в хорошем состоянии и готова к делу. Содержимое тихо плещется и пахнет ровно так, как обещает его вид.",5780,Бутыль доброго яблочного бренди — из последней бочки императорского погреба,"Печать на сосуде указывает на исключительную выдержку и знаменитую партию. Полезная вещь получила качество, которого не встретить в обычной лавке. Состояние почти идеальное, а происхождение подтверждено.",150280,"drink,tier-9"
I0448,9,Комплект игральных костей из рога,"Полезная находка находится в хорошем состоянии и готова к делу. На кости заметны насечки, следы зубов или попытка придать ей смысл.",11220,Комплект игральных костей из рога — с летописью древнего чудовища,"Знаки оказались исторической записью, а сама кость принадлежала необычному существу. Полезная вещь получила качество, которого не встретить в обычной лавке. Знаток заплатит за такую редкость намного больше обычного.",224400,"bones,tier-9"
I0449,9,Боевой молоток сапёра,"Полезная находка находится в хорошем состоянии и готова к делу. Баланс рукояти показывает, годится ли находка для настоящей работы.",8500,Боевой молоток сапёра — работы кузнеца Семи Башен,"Скрытое клеймо подтверждает происхождение из мастерской великого кузнеца. Полезная вещь получила качество, которого не встретить в обычной лавке. Скрытая деталь делает находку одновременно полезной и коллекционной.",178500,"hammer,tier-9"
I0450,9,Набор хирургических швейных игл,Полезная находка находится в хорошем состоянии и готова к делу. Тонкий инструмент пережил владельца и сохранил следы его ремесла.,6630,Набор хирургических швейных игл — из набора швеи при дворе фей,"Игла сделана из необычного металла и выполняет тонкую работу почти без усилий. Полезная вещь получила качество, которого не встретить в обычной лавке. Редкая особенность раскрывается только при внимательном осмотре.",145860,"needle,tier-9"
I0451,9,Шёлковая верёвка для подъёма груза,"Полезная находка находится в хорошем состоянии и готова к делу. Волокна, узлы и влажность честно показывают остаток прочности.",12580,Шёлковая верёвка для подъёма груза — сплетённая хранителями маяка,"Плетение не боится огня и воды, хотя с виду верёвка остаётся совершенно обычной. Полезная вещь получила качество, которого не встретить в обычной лавке. Даже неприметный вид не способен скрыть выдающееся качество.",289340,"rope,tier-9"
I0452,9,Запирающийся футляр для ценностей,Полезная находка находится в хорошем состоянии и готова к делу. Внутри сохранился запах прежнего содержимого и немного дорожной пыли.,9180,Запирающийся футляр для ценностей — с тайным отделением королевского курьера,"Потайной шов открыл ценную работу и надёжное внутреннее отделение. Полезная вещь получила качество, которого не встретить в обычной лавке. Вещь сохранилась вопреки возрасту и явно переживёт нового хозяина.",220320,"container,tier-9"
I0453,9,Перьевая ручка с запасным резервуаром,Полезная находка находится в хорошем состоянии и готова к делу. Пятна чернил и состояние наконечника говорят о последнем писавшем.,7480,Перьевая ручка с запасным резервуаром — принадлежавшее великому летописцу,"Инструмент узнаёт руку владельца и оставляет особенно стойкие, красивые линии. Полезная вещь получила качество, которого не встретить в обычной лавке. История владельца повышает цену не меньше, чем материалы.",187000,"writing,tier-9"
I0454,9,Атлас растений северных земель,"Полезная находка находится в хорошем состоянии и готова к делу. Переплёт, поля и закладки выдают, насколько часто текстом пользовались.",4675,Атлас растений северных земель — с авторскими пометами первого издания,"Между страницами обнаружены авторские пометы, резко повышающие ценность тома. Полезная вещь получила качество, которого не встретить в обычной лавке. Работа мастера узнаваема и имеет подтверждённую ценность.",121550,"book,tier-9"
I0455,9,Заверенное письмо о праве прохода,"Полезная находка находится в хорошем состоянии и готова к делу. Печати и подписи можно изучить, хотя назначение бумаги не всегда радует.",10030,Заверенное письмо о праве прохода — скреплённое печатью забытого престола,"Подлинность подтверждена редкой печатью, а содержание имеет историческую цену. Полезная вещь получила качество, которого не встретить в обычной лавке. Неожиданное свойство делает эту версию особенно желанной.",200600,"document,tier-9"
I0456,9,Пружинный кошель от карманников,Полезная находка находится в хорошем состоянии и готова к делу. Находка связана с мелкой торговлей и хранит следы множества рук.,8160,Пружинный кошель от карманников — из закрытой коллекции монетного двора,"Незаметная отметка превращает торговую мелочь в редкий нумизматический объект. Полезная вещь получила качество, которого не встретить в обычной лавке. На рынке редкостей за неё наверняка начнётся спор.",171360,"trade,tier-9"
I0457,9,Серебряный медальон без портрета,Полезная находка находится в хорошем состоянии и готова к делу. Даже при беглом осмотре видны качество оправы и состояние металла.,5780,Серебряный медальон без портрета — из сокровищницы звёздного ювелира,"Камни и металл подтвердили происхождение из известной ювелирной школы. Полезная вещь получила качество, которого не встретить в обычной лавке. Подлинная метка превращает случайную находку в событие.",127160,"jewelry,tier-9"
I0458,9,Механическая птица с простым заводом,Полезная находка находится в хорошем состоянии и готова к делу. Игрушка пережила шумные игры и несколько неумелых починок.,11220,Механическая птица с простым заводом — первой серии великого игрушечника,"Это ранняя работа знаменитого мастера, сохранившая редкий механизм. Полезная вещь получила качество, которого не встретить в обычной лавке. Состояние почти идеальное, а происхождение подтверждено.",258060,"toy,tier-9"
I0459,9,Серебряный дорожный символ веры,"Полезная находка находится в хорошем состоянии и готова к делу. Символы нанесены старательно, хотя их смысл понятен не каждому жрецу.",8500,Серебряный дорожный символ веры — признанная храмовой реликвией,"Реликвия признана храмом и несёт след подлинного благословения. Полезная вещь получила качество, которого не встретить в обычной лавке. Знаток заплатит за такую редкость намного больше обычного.",204000,"religion,tier-9"
I0460,9,Флейта из выдержанного клёна,"Полезная находка находится в хорошем состоянии и готова к делу. Звук зависит от состояния дерева, металла и терпения исполнителя.",6630,Флейта из выдержанного клёна — из личного оркестра серебряного дракона,"Редкий тембр и подпись мастера делают инструмент желанным для коллекционера. Полезная вещь получила качество, которого не встретить в обычной лавке. Скрытая деталь делает находку одновременно полезной и коллекционной.",165750,"music,tier-9"
I0461,9,Сбалансированный метательный гарпун,"Полезная находка находится в хорошем состоянии и готова к делу. Потёртости показывают, на какую добычу и как часто с вещью ходили.",12580,Сбалансированный метательный гарпун — из арсенала королевского ловчего,"Точная подгонка и необычный материал заметно улучшают охотничьи свойства. Полезная вещь получила качество, которого не встретить в обычной лавке. Редкая особенность раскрывается только при внимательном осмотре.",327080,"hunting,tier-9"
I0462,9,Набор снастей для крупной речной рыбы,"Полезная находка находится в хорошем состоянии и готова к делу. Соль, леска и чешуя оставили на снасти честную биографию.",9180,Набор снастей для крупной речной рыбы — снасть легендарного речного следопыта,"Снасть принадлежала знаменитому ловцу и безошибочно чувствует крупную добычу. Полезная вещь получила качество, которого не встретить в обычной лавке. Даже неприметный вид не способен скрыть выдающееся качество.",183600,"fishing,tier-9"
I0463,9,Медный секстант малого судна,Полезная находка находится в хорошем состоянии и готова к делу. Запах смолы и соли выдаёт долгую службу рядом с водой.,7480,Медный секстант малого судна — с флагмана пропавшей экспедиции,"Корабельная метка связывает находку с легендарным плаванием. Полезная вещь получила качество, которого не встретить в обычной лавке. Вещь сохранилась вопреки возрасту и явно переживёт нового хозяина.",157080,"nautical,tier-9"
I0464,9,Стальная лопата с усиленным краем,Полезная находка находится в хорошем состоянии и готова к делу. Земля в щелях и затёртая рукоять говорят о привычной работе.,4675,Стальная лопата с усиленным краем — награда победителю Праздника Урожая,"Инструмент идеально сбалансирован и когда-то был наградой лучшему земледельцу. Полезная вещь получила качество, которого не встретить в обычной лавке. История владельца повышает цену не меньше, чем материалы.",102850,"farming,tier-9"
I0465,9,Геологический молоток с лупой,Полезная находка находится в хорошем состоянии и готова к делу. Каменная пыль забилась в каждую выемку этой шахтёрской вещи.,10030,Геологический молоток с лупой — настроенное на жилу звёздного серебра,"Находка откликается на ценные жилы едва заметным теплом. Полезная вещь получила качество, которого не встретить в обычной лавке. Работа мастера узнаваема и имеет подтверждённую ценность.",230690,"mining,tier-9"
I0466,9,Набор резца и фигурных стамесок,Полезная находка находится в хорошем состоянии и готова к делу. Смола и тонкая стружка сохранились возле рабочих кромок.,8160,Набор резца и фигурных стамесок — из мастерской говорящего дерева,"Работа принадлежит именитому резчику и удивительно бережно обращается с деревом. Полезная вещь получила качество, которого не встретить в обычной лавке. Неожиданное свойство делает эту версию особенно желанной.",195840,"woodcraft,tier-9"
I0467,9,Наковальня для ремонта в пути,Полезная находка находится в хорошем состоянии и готова к делу. Окалина и следы жара не оставляют сомнений в кузнечном прошлом.,5780,Наковальня для ремонта в пути — закалённое в огне Великой Кузни,"Сплав и закалка соответствуют утраченной технике большой мастерской. Полезная вещь получила качество, которого не встретить в обычной лавке. На рынке редкостей за неё наверняка начнётся спор.",144500,"smithing,tier-9"
I0468,9,Тонкий комплект медвежатника,"Полезная находка находится в хорошем состоянии и готова к делу. Размер и гибкость намекают на задачи, о которых не пишут в накладных.",11220,Тонкий комплект медвежатника — из комплекта королевской разведки,"Набор создан для королевского разведчика и почти не оставляет следов применения. Полезная вещь получила качество, которого не встретить в обычной лавке. Подлинная метка превращает случайную находку в событие.",291720,"thieves,tier-9"
I0469,9,Алхимические весы с гирями,"Полезная находка находится в хорошем состоянии и готова к делу. Осадок и цвет позволяют строить догадки, но не советуют пробовать содержимое.",8500,Алхимические весы с гирями — из лаборатории первого трансмутатора,"Состав сохранил чистоту и относится к редкой работе признанного алхимика. Полезная вещь получила качество, которого не встретить в обычной лавке. Состояние почти идеальное, а происхождение подтверждено.",170000,"alchemy,tier-9"
I0470,9,Сумка полевого лекаря,Полезная находка находится в хорошем состоянии и готова к делу. Запах трав и аккуратность упаковки показывают уровень прежнего лекаря.,6630,Сумка полевого лекаря — из сумки святого полевого лекаря,"Внутри обнаружены дорогие средства полевого хирурга и безупречные инструменты. Полезная вещь получила качество, которого не встретить в обычной лавке. Знаток заплатит за такую редкость намного больше обычного.",139230,"medicine,tier-9"
I0471,9,Двухместная палатка быстрого развёртывания,Полезная находка находится в хорошем состоянии и готова к делу. Пыль дорог и следы дождя видны сильнее любой торговой марки.,12580,Двухместная палатка быстрого развёртывания — из снаряжения похода за край карты,"Снаряжение необычно лёгкое, прочное и рассчитано на самые тяжёлые переходы. Полезная вещь получила качество, которого не встретить в обычной лавке. Скрытая деталь делает находку одновременно полезной и коллекционной.",276760,"camping,tier-9"
I0472,9,Фонарь с линзой направленного света,"Полезная находка находится в хорошем состоянии и готова к делу. Копоть вокруг огня рассказывает, насколько ровно он когда-то горел.",9180,Фонарь с линзой направленного света — с негасимым огнём хранителей рассвета,"Источник света расходует топливо почти незаметно и не гаснет от обычного ветра. Полезная вещь получила качество, которого не встретить в обычной лавке. Редкая особенность раскрывается только при внимательном осмотре.",211140,"light,tier-9"
I0473,9,Компас с уровнем и визиром,"Полезная находка находится в хорошем состоянии и готова к делу. Стрелки, шкалы и потёртый корпус ещё могут подсказать направление.",7480,Компас с уровнем и визиром — из обсерватории забытого мореплавателя,"Прибор изготовлен для дальней экспедиции и замечает даже магические искажения пути. Полезная вещь получила качество, которого не встретить в обычной лавке. Даже неприметный вид не способен скрыть выдающееся качество.",179520,"navigation,tier-9"
I0474,9,Клёпаная кожаная кираса,"Полезная находка находится в хорошем состоянии и готова к делу. Вмятины и ремни показывают, какую защиту предмет способен дать сейчас.",4675,Клёпаная кожаная кираса — из личной оружейной палаты героя,"Под поздними заплатами обнаружена работа оружейника исторического значения. Полезная вещь получила качество, которого не встретить в обычной лавке. Вещь сохранилась вопреки возрасту и явно переживёт нового хозяина.",116875,"armor,tier-9"
I0475,9,Овальный щит на стальном умбоне,"Полезная находка находится в хорошем состоянии и готова к делу. Кромка и крепления хранят следы ударов, которые принял прежний владелец.",10030,Овальный щит на стальном умбоне — с гербом спасённого королевства,"Геральдика и редкий сердечник превращают защиту в ценную реликвию. Полезная вещь получила качество, которого не встретить в обычной лавке. История владельца повышает цену не меньше, чем материалы.",260780,"shield,tier-9"
I0476,9,Закалённый кинжал следопыта,"Полезная находка находится в хорошем состоянии и готова к делу. Короткий клинок удобно осмотреть по заточке, гарде и следам ржавчины.",8160,Закалённый кинжал следопыта — из тайного набора придворного дуэлянта,"Сталь скрывает безупречную закалку и происхождение из личного арсенала мастера. Полезная вещь получила качество, которого не встретить в обычной лавке. Работа мастера узнаваема и имеет подтверждённую ценность.",163200,"dagger,tier-9"
